数据集总长度：1115394
Before CTE Training: train eu loss: 1.1262810230255127, eval eu loss: 1.461101770401001
Before CTE Training: train eu acc: 0.64453125, eval eu acc: 0.56787109375
epoch   0 summary: train_cos_loss : 0.025683, train_cro_loss : 4.1264, train_tot_loss : 0.0258, valid_cos_loss : 0.0258, valid_cro_loss : 0.0000, valid_tot_loss : 0.0258, 
epoch 1762 summary: train_cos_loss : 0.003254, train_cro_loss : 1.6757, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1763 summary: train_cos_loss : 0.003147, train_cro_loss : 1.6629, train_tot_loss : 0.0032, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1764 summary: train_cos_loss : 0.003217, train_cro_loss : 1.6799, train_tot_loss : 0.0033, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1765 summary: train_cos_loss : 0.003327, train_cro_loss : 1.6882, train_tot_loss : 0.0034, valid_cos_loss : 0.0035, valid_cro_loss : 0.0000, valid_tot_loss : 0.0035, 
epoch 1766 summary: train_cos_loss : 0.003195, train_cro_loss : 1.6965, train_tot_loss : 0.0033, valid_cos_loss : 0.0035, valid_cro_loss : 0.0000, valid_tot_loss : 0.0035, 
epoch 1767 summary: train_cos_loss : 0.003205, train_cro_loss : 1.6870, train_tot_loss : 0.0033, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1768 summary: train_cos_loss : 0.003117, train_cro_loss : 1.6990, train_tot_loss : 0.0032, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1769 summary: train_cos_loss : 0.003097, train_cro_loss : 1.6995, train_tot_loss : 0.0032, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1770 summary: train_cos_loss : 0.003168, train_cro_loss : 1.6924, train_tot_loss : 0.0032, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
train loss: 2.0280, accuracy: 0.5071, valid loss: 2.1270, accuracy: 0.3848, 
epoch 1771 summary: train_cos_loss : 0.003177, train_cro_loss : 1.6856, train_tot_loss : 0.0032, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1772 summary: train_cos_loss : 0.002967, train_cro_loss : 1.6794, train_tot_loss : 0.0030, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1773 summary: train_cos_loss : 0.003180, train_cro_loss : 1.6836, train_tot_loss : 0.0032, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1774 summary: train_cos_loss : 0.003151, train_cro_loss : 1.6815, train_tot_loss : 0.0032, valid_cos_loss : 0.0035, valid_cro_loss : 0.0000, valid_tot_loss : 0.0035, 
epoch 1775 summary: train_cos_loss : 0.003151, train_cro_loss : 1.6780, train_tot_loss : 0.0032, valid_cos_loss : 0.0035, valid_cro_loss : 0.0000, valid_tot_loss : 0.0035, 
epoch 1776 summary: train_cos_loss : 0.003212, train_cro_loss : 1.6741, train_tot_loss : 0.0033, valid_cos_loss : 0.0035, valid_cro_loss : 0.0000, valid_tot_loss : 0.0035, 
epoch 1777 summary: train_cos_loss : 0.003165, train_cro_loss : 1.6615, train_tot_loss : 0.0032, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1778 summary: train_cos_loss : 0.003225, train_cro_loss : 1.6561, train_tot_loss : 0.0033, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1779 summary: train_cos_loss : 0.003125, train_cro_loss : 1.6527, train_tot_loss : 0.0032, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1780 summary: train_cos_loss : 0.003087, train_cro_loss : 1.6483, train_tot_loss : 0.0031, valid_cos_loss : 0.0036, valid_cro_loss : 0.0000, valid_tot_loss : 0.0036, 
train loss: 1.9840, accuracy: 0.5272, valid loss: 2.0933, accuracy: 0.4004, 
epoch 1781 summary: train_cos_loss : 0.003054, train_cro_loss : 1.6414, train_tot_loss : 0.0031, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1782 summary: train_cos_loss : 0.003175, train_cro_loss : 1.6622, train_tot_loss : 0.0032, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1783 summary: train_cos_loss : 0.003192, train_cro_loss : 1.6609, train_tot_loss : 0.0033, valid_cos_loss : 0.0037, valid_cro_loss : 0.0000, valid_tot_loss : 0.0037, 
epoch 1784 summary: train_cos_loss : 0.003193, train_cro_loss : 1.6639, train_tot_loss : 0.0033, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1785 summary: train_cos_loss : 0.003247, train_cro_loss : 1.6618, train_tot_loss : 0.0033, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1786 summary: train_cos_loss : 0.003393, train_cro_loss : 1.6472, train_tot_loss : 0.0035, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1787 summary: train_cos_loss : 0.003283, train_cro_loss : 1.6597, train_tot_loss : 0.0033, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1788 summary: train_cos_loss : 0.003314, train_cro_loss : 1.6570, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1789 summary: train_cos_loss : 0.003347, train_cro_loss : 1.6529, train_tot_loss : 0.0034, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1790 summary: train_cos_loss : 0.003313, train_cro_loss : 1.6466, train_tot_loss : 0.0034, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
train loss: 1.9907, accuracy: 0.5247, valid loss: 2.1084, accuracy: 0.3911, 
epoch 1791 summary: train_cos_loss : 0.003201, train_cro_loss : 1.6485, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1792 summary: train_cos_loss : 0.003199, train_cro_loss : 1.6653, train_tot_loss : 0.0033, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1793 summary: train_cos_loss : 0.003341, train_cro_loss : 1.6620, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1794 summary: train_cos_loss : 0.003231, train_cro_loss : 1.6792, train_tot_loss : 0.0033, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1795 summary: train_cos_loss : 0.003300, train_cro_loss : 1.6688, train_tot_loss : 0.0034, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1796 summary: train_cos_loss : 0.003307, train_cro_loss : 1.6515, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1797 summary: train_cos_loss : 0.003140, train_cro_loss : 1.6555, train_tot_loss : 0.0032, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1798 summary: train_cos_loss : 0.003265, train_cro_loss : 1.6517, train_tot_loss : 0.0033, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1799 summary: train_cos_loss : 0.003269, train_cro_loss : 1.6804, train_tot_loss : 0.0033, valid_cos_loss : 0.0030, valid_cro_loss : 0.0000, valid_tot_loss : 0.0030, 
epoch 1800 summary: train_cos_loss : 0.003181, train_cro_loss : 1.6779, train_tot_loss : 0.0032, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
train loss: 2.0154, accuracy: 0.5108, valid loss: 2.1229, accuracy: 0.3892, 
epoch 1801 summary: train_cos_loss : 0.003318, train_cro_loss : 1.6729, train_tot_loss : 0.0034, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1802 summary: train_cos_loss : 0.003230, train_cro_loss : 1.6888, train_tot_loss : 0.0033, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1803 summary: train_cos_loss : 0.003206, train_cro_loss : 1.6806, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1804 summary: train_cos_loss : 0.003283, train_cro_loss : 1.6767, train_tot_loss : 0.0033, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1805 summary: train_cos_loss : 0.003382, train_cro_loss : 1.6789, train_tot_loss : 0.0034, valid_cos_loss : 0.0030, valid_cro_loss : 0.0000, valid_tot_loss : 0.0030, 
epoch 1806 summary: train_cos_loss : 0.003295, train_cro_loss : 1.6700, train_tot_loss : 0.0034, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1807 summary: train_cos_loss : 0.003472, train_cro_loss : 1.6652, train_tot_loss : 0.0035, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1808 summary: train_cos_loss : 0.003302, train_cro_loss : 1.6696, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1809 summary: train_cos_loss : 0.003168, train_cro_loss : 1.6620, train_tot_loss : 0.0032, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1810 summary: train_cos_loss : 0.003281, train_cro_loss : 1.6760, train_tot_loss : 0.0033, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
train loss: 2.0212, accuracy: 0.5130, valid loss: 2.1446, accuracy: 0.3862, 
epoch 1811 summary: train_cos_loss : 0.003180, train_cro_loss : 1.6777, train_tot_loss : 0.0032, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1812 summary: train_cos_loss : 0.003151, train_cro_loss : 1.6821, train_tot_loss : 0.0032, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1813 summary: train_cos_loss : 0.003254, train_cro_loss : 1.7089, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1814 summary: train_cos_loss : 0.003387, train_cro_loss : 1.6854, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1815 summary: train_cos_loss : 0.003364, train_cro_loss : 1.6843, train_tot_loss : 0.0034, valid_cos_loss : 0.0035, valid_cro_loss : 0.0000, valid_tot_loss : 0.0035, 
epoch 1816 summary: train_cos_loss : 0.003358, train_cro_loss : 1.6720, train_tot_loss : 0.0034, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1817 summary: train_cos_loss : 0.003174, train_cro_loss : 1.6860, train_tot_loss : 0.0032, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1818 summary: train_cos_loss : 0.003261, train_cro_loss : 1.6965, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1819 summary: train_cos_loss : 0.003363, train_cro_loss : 1.6915, train_tot_loss : 0.0034, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1820 summary: train_cos_loss : 0.003278, train_cro_loss : 1.6829, train_tot_loss : 0.0033, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
train loss: 2.0187, accuracy: 0.5125, valid loss: 2.0954, accuracy: 0.3994, 
epoch 1821 summary: train_cos_loss : 0.003125, train_cro_loss : 1.6749, train_tot_loss : 0.0032, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1822 summary: train_cos_loss : 0.003266, train_cro_loss : 1.6687, train_tot_loss : 0.0033, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1823 summary: train_cos_loss : 0.003291, train_cro_loss : 1.6730, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1824 summary: train_cos_loss : 0.003491, train_cro_loss : 1.6712, train_tot_loss : 0.0035, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1825 summary: train_cos_loss : 0.003290, train_cro_loss : 1.6732, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1826 summary: train_cos_loss : 0.003297, train_cro_loss : 1.6729, train_tot_loss : 0.0034, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1827 summary: train_cos_loss : 0.003113, train_cro_loss : 1.6687, train_tot_loss : 0.0032, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1828 summary: train_cos_loss : 0.003380, train_cro_loss : 1.6666, train_tot_loss : 0.0034, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1829 summary: train_cos_loss : 0.003206, train_cro_loss : 1.6497, train_tot_loss : 0.0033, valid_cos_loss : 0.0030, valid_cro_loss : 0.0000, valid_tot_loss : 0.0030, 
epoch 1830 summary: train_cos_loss : 0.003465, train_cro_loss : 1.6501, train_tot_loss : 0.0035, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
train loss: 2.0284, accuracy: 0.5170, valid loss: 2.1254, accuracy: 0.3857, 
epoch 1831 summary: train_cos_loss : 0.003451, train_cro_loss : 1.6835, train_tot_loss : 0.0035, valid_cos_loss : 0.0029, valid_cro_loss : 0.0000, valid_tot_loss : 0.0029, 
epoch 1832 summary: train_cos_loss : 0.003194, train_cro_loss : 1.6714, train_tot_loss : 0.0033, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1833 summary: train_cos_loss : 0.003161, train_cro_loss : 1.6703, train_tot_loss : 0.0032, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1834 summary: train_cos_loss : 0.003021, train_cro_loss : 1.6861, train_tot_loss : 0.0031, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1835 summary: train_cos_loss : 0.003298, train_cro_loss : 1.6868, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1836 summary: train_cos_loss : 0.003246, train_cro_loss : 1.6712, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1837 summary: train_cos_loss : 0.003195, train_cro_loss : 1.6755, train_tot_loss : 0.0033, valid_cos_loss : 0.0036, valid_cro_loss : 0.0000, valid_tot_loss : 0.0036, 
epoch 1838 summary: train_cos_loss : 0.003374, train_cro_loss : 1.6702, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1839 summary: train_cos_loss : 0.003520, train_cro_loss : 1.6691, train_tot_loss : 0.0036, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1840 summary: train_cos_loss : 0.003397, train_cro_loss : 1.6601, train_tot_loss : 0.0035, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
train loss: 2.0076, accuracy: 0.5138, valid loss: 2.1058, accuracy: 0.3887, 
epoch 1841 summary: train_cos_loss : 0.003224, train_cro_loss : 1.6632, train_tot_loss : 0.0033, valid_cos_loss : 0.0035, valid_cro_loss : 0.0000, valid_tot_loss : 0.0035, 
epoch 1842 summary: train_cos_loss : 0.003273, train_cro_loss : 1.6656, train_tot_loss : 0.0033, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1843 summary: train_cos_loss : 0.003378, train_cro_loss : 1.6638, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1844 summary: train_cos_loss : 0.003335, train_cro_loss : 1.6739, train_tot_loss : 0.0034, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1845 summary: train_cos_loss : 0.003288, train_cro_loss : 1.6697, train_tot_loss : 0.0033, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1846 summary: train_cos_loss : 0.003478, train_cro_loss : 1.6632, train_tot_loss : 0.0035, valid_cos_loss : 0.0036, valid_cro_loss : 0.0000, valid_tot_loss : 0.0036, 
epoch 1847 summary: train_cos_loss : 0.003278, train_cro_loss : 1.6600, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1848 summary: train_cos_loss : 0.003416, train_cro_loss : 1.6737, train_tot_loss : 0.0035, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1849 summary: train_cos_loss : 0.003314, train_cro_loss : 1.6730, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1850 summary: train_cos_loss : 0.003361, train_cro_loss : 1.6989, train_tot_loss : 0.0034, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
train loss: 2.0452, accuracy: 0.5066, valid loss: 2.1324, accuracy: 0.3862, 
epoch 1851 summary: train_cos_loss : 0.003431, train_cro_loss : 1.7019, train_tot_loss : 0.0035, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1852 summary: train_cos_loss : 0.003262, train_cro_loss : 1.6949, train_tot_loss : 0.0033, valid_cos_loss : 0.0035, valid_cro_loss : 0.0000, valid_tot_loss : 0.0035, 
epoch 1853 summary: train_cos_loss : 0.003536, train_cro_loss : 1.6989, train_tot_loss : 0.0036, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1854 summary: train_cos_loss : 0.003252, train_cro_loss : 1.6899, train_tot_loss : 0.0033, valid_cos_loss : 0.0036, valid_cro_loss : 0.0000, valid_tot_loss : 0.0036, 
epoch 1855 summary: train_cos_loss : 0.003544, train_cro_loss : 1.6900, train_tot_loss : 0.0036, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1856 summary: train_cos_loss : 0.003396, train_cro_loss : 1.7143, train_tot_loss : 0.0035, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1857 summary: train_cos_loss : 0.003291, train_cro_loss : 1.6932, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1858 summary: train_cos_loss : 0.003163, train_cro_loss : 1.6818, train_tot_loss : 0.0032, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1859 summary: train_cos_loss : 0.003409, train_cro_loss : 1.7034, train_tot_loss : 0.0035, valid_cos_loss : 0.0036, valid_cro_loss : 0.0000, valid_tot_loss : 0.0036, 
epoch 1860 summary: train_cos_loss : 0.003230, train_cro_loss : 1.6849, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
train loss: 2.0156, accuracy: 0.5160, valid loss: 2.1055, accuracy: 0.4092, 
epoch 1861 summary: train_cos_loss : 0.003068, train_cro_loss : 1.6719, train_tot_loss : 0.0031, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1862 summary: train_cos_loss : 0.003113, train_cro_loss : 1.6861, train_tot_loss : 0.0032, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1863 summary: train_cos_loss : 0.003261, train_cro_loss : 1.6777, train_tot_loss : 0.0033, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1864 summary: train_cos_loss : 0.003053, train_cro_loss : 1.6824, train_tot_loss : 0.0031, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1865 summary: train_cos_loss : 0.003148, train_cro_loss : 1.6636, train_tot_loss : 0.0032, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1866 summary: train_cos_loss : 0.003091, train_cro_loss : 1.6572, train_tot_loss : 0.0031, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1867 summary: train_cos_loss : 0.003455, train_cro_loss : 1.6664, train_tot_loss : 0.0035, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1868 summary: train_cos_loss : 0.003220, train_cro_loss : 1.6625, train_tot_loss : 0.0033, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1869 summary: train_cos_loss : 0.003056, train_cro_loss : 1.6725, train_tot_loss : 0.0031, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1870 summary: train_cos_loss : 0.003187, train_cro_loss : 1.6731, train_tot_loss : 0.0032, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
train loss: 2.0160, accuracy: 0.5242, valid loss: 2.1031, accuracy: 0.4028, 
epoch 1871 summary: train_cos_loss : 0.003191, train_cro_loss : 1.6738, train_tot_loss : 0.0032, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1872 summary: train_cos_loss : 0.003171, train_cro_loss : 1.6670, train_tot_loss : 0.0032, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1873 summary: train_cos_loss : 0.003135, train_cro_loss : 1.6661, train_tot_loss : 0.0032, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1874 summary: train_cos_loss : 0.003225, train_cro_loss : 1.6693, train_tot_loss : 0.0033, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1875 summary: train_cos_loss : 0.003036, train_cro_loss : 1.6765, train_tot_loss : 0.0031, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1876 summary: train_cos_loss : 0.003116, train_cro_loss : 1.6849, train_tot_loss : 0.0032, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1877 summary: train_cos_loss : 0.003395, train_cro_loss : 1.6760, train_tot_loss : 0.0035, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1878 summary: train_cos_loss : 0.003079, train_cro_loss : 1.6720, train_tot_loss : 0.0031, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1879 summary: train_cos_loss : 0.003171, train_cro_loss : 1.6685, train_tot_loss : 0.0032, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1880 summary: train_cos_loss : 0.003086, train_cro_loss : 1.6562, train_tot_loss : 0.0031, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
train loss: 1.9976, accuracy: 0.5225, valid loss: 2.0800, accuracy: 0.4058, 
epoch 1881 summary: train_cos_loss : 0.003342, train_cro_loss : 1.6560, train_tot_loss : 0.0034, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1882 summary: train_cos_loss : 0.003147, train_cro_loss : 1.6615, train_tot_loss : 0.0032, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1883 summary: train_cos_loss : 0.003199, train_cro_loss : 1.6755, train_tot_loss : 0.0033, valid_cos_loss : 0.0034, valid_cro_loss : 0.0000, valid_tot_loss : 0.0034, 
epoch 1884 summary: train_cos_loss : 0.003101, train_cro_loss : 1.6572, train_tot_loss : 0.0032, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1885 summary: train_cos_loss : 0.003225, train_cro_loss : 1.6633, train_tot_loss : 0.0033, valid_cos_loss : 0.0036, valid_cro_loss : 0.0000, valid_tot_loss : 0.0036, 
epoch 1886 summary: train_cos_loss : 0.002860, train_cro_loss : 1.6734, train_tot_loss : 0.0029, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1887 summary: train_cos_loss : 0.003122, train_cro_loss : 1.6769, train_tot_loss : 0.0032, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
epoch 1888 summary: train_cos_loss : 0.003188, train_cro_loss : 1.6752, train_tot_loss : 0.0032, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1889 summary: train_cos_loss : 0.003198, train_cro_loss : 1.6640, train_tot_loss : 0.0033, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1890 summary: train_cos_loss : 0.003330, train_cro_loss : 1.6572, train_tot_loss : 0.0034, valid_cos_loss : 0.0031, valid_cro_loss : 0.0000, valid_tot_loss : 0.0031, 
train loss: 2.0643, accuracy: 0.4922, valid loss: 2.1741, accuracy: 0.3735, 
epoch 1891 summary: train_cos_loss : 0.003195, train_cro_loss : 1.7230, train_tot_loss : 0.0033, valid_cos_loss : 0.0030, valid_cro_loss : 0.0000, valid_tot_loss : 0.0030, 
epoch 1892 summary: train_cos_loss : 0.003066, train_cro_loss : 1.7327, train_tot_loss : 0.0031, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
epoch 1893 summary: train_cos_loss : 0.003389, train_cro_loss : 1.7251, train_tot_loss : 0.0034, valid_cos_loss : 0.0032, valid_cro_loss : 0.0000, valid_tot_loss : 0.0032, 
epoch 1894 summary: train_cos_loss : 0.003005, train_cro_loss : 1.7200, train_tot_loss : 0.0031, valid_cos_loss : 0.0033, valid_cro_loss : 0.0000, valid_tot_loss : 0.0033, 
